log message,log key,parameter value vector,RMSE
Feb 15 00:50:46.157 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:46.156 direct.shodan.io IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 00:50:46.155 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:46.154 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:46.154 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:46.153 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:46.152 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:43.658 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:43.658 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:43.657 direct.shodan.io IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 00:50:43.657 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:43.656 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:43.655 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:43.654 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:43.653 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:40.154 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:40.154 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:40.153 direct.shodan.io IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 00:50:40.153 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:40.152 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:40.151 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:40.150 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:40.149 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:37.659 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:37.659 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:37.658 direct.shodan.io IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 00:50:37.658 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:37.656 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:37.656 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:37.655 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:37.654 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:34.662 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:34.661 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:34.661 direct.shodan.io IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 00:50:34.660 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:34.658 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:34.657 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:34.656 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:34.655 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:31.654 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:31.654 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:31.653 direct.shodan.io IN A + (127.0.0.1),E0,[2,[0.24429262]
Feb 15 00:50:31.653 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:31.652 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:31.651 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:31.650 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:31.649 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:28.653 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:28.653 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:28.652 direct.shodan.io IN A + (127.0.0.1),E0,[2,[0.2442926]
Feb 15 00:50:28.651 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:28.650 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:28.650 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:28.649 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:28.648 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:25.661 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:25.661 www.wikipedia.org IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 00:50:25.661 direct.shodan.io IN A + (127.0.0.1),E0,[2,[0.2442926]
Feb 15 00:50:25.660 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:25.659 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:25.166 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:25.165 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:25.163 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:22.649 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:22.648 id.server IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 00:50:22.648 www.wikipedia.org IN A + (127.0.0.1),E0,[2,[0.2442926]
Feb 15 00:50:22.647 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:22.646 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:22.146 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:22.144 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:22.144 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:20.228 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:20.227 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[1,[0.1313572]
Feb 15 00:50:19.662 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:19.660 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:19.656 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:19.655 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:19.654 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:19.652 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:16.666 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:16.665 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 00:50:16.662 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:16.660 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:16.657 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:16.655 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:16.654 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:16.652 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:13.653 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:13.652 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:13.651 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:13.650 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:13.649 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:13.648 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:13.648 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:13.647 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:08.743 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:08.742 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:08.741 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:08.741 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:08.739 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:08.736 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:08.735 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 00:50:06.251 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,
Feb 15 01:11:11.853 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:11:08.856 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:11:05.857 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:11:02.853 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:59.900 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:56.812 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:53.851 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:50.848 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:47.846 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:44.872 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:41.857 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:38.846 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:35.808 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:32.841 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:29.843 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:26.857 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:23.836 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:20.817 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:17.833 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:14.838 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:11.831 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:10:08.888 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:10:05.840 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:10:02.827 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:59.827 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:56.855 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:53.823 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:50.820 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:47.825 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:44.819 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:41.819 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:38.817 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:35.833 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:32.810 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:29.820 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:09:26.804 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:09:23.804 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:09:20.805 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:09:17.795 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:09:14.794 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:09:11.796 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:09:08.795 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:09:05.791 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:09:02.786 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:59.789 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:56.798 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:53.987 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:50.811 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:47.778 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:44.774 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:41.772 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:38.790 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:35.761 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:32.762 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:29.760 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:26.765 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:23.759 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:20.758 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:17.756 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:15.801 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:13.759 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:10.753 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:07.764 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:04.753 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:08:01.747 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:58.747 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:55.779 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:53.796 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:51.746 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:48.748 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:07:45.744 c.afekv.com IN A + (127.0.0.1),E1,[2,[0.2442926]
Feb 15 01:07:42.741 c.afekv.com IN A + (127.0.0.1),E1,[1,[0.13135718]
Feb 15 01:07:39.744 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:36.797 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:33.743 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:30.736 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:27.735 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:24.770 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:21.734 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:18.730 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:15.728 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:13.804 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:11.741 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:08.725 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:05.723 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:07:03.322 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:59.753 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:56.724 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:53.719 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:50.718 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:48.796 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:46.716 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:43.711 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:40.715 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:37.708 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:06:34.705 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:06:31.703 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:06:28.730 c.afekv.com IN A + (127.0.0.1),E1,[3,[0.38543364]
Feb 15 01:06:26.276 c.afekv.com IN A + (127.0.0.1),E1,[2,[0.2442926]
Feb 15 01:06:22.704 c.afekv.com IN A + (127.0.0.1),E1,[1,[0.13135718]
Feb 15 01:06:19.697 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:16.697 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:13.689 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:10.688 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:07.688 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:04.687 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:06:01.718 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:58.684 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:55.682 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:53.790 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:51.680 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:48.681 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:45.728 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:42.687 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:39.675 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:36.674 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:33.704 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:30.672 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:28.796 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:26.711 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:23.666 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:20.666 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:17.666 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:14.683 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:11.666 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:08.723 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:06.784 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:04.667 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:05:01.661 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:58.657 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:55.656 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:52.655 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:49.661 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:46.640 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:43.639 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:40.637 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:37.639 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:34.636 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:31.644 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:28.636 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:25.629 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:22.638 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:19.626 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:16.624 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:13.622 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:10.609 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:07.604 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:04.606 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:04:01.600 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:58.618 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:55.597 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:52.596 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:49.609 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:46.591 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:43.634 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:40.584 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:37.582 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:34.581 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:31.583 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:28.581 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:25.577 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:22.575 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:19.574 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:16.571 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:13.574 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:10.662 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:07.564 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:04.565 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:03:01.560 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:58.613 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:55.552 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:52.551 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:49.554 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:46.551 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:43.548 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:40.545 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:37.543 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:34.544 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:31.544 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:28.542 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:25.543 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:22.544 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:20.779 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:18.541 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:15.537 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
Feb 15 01:02:12.537 c.afekv.com IN A + (127.0.0.1),E1,[0,[0.04023151]
