log message,log key,parameter value vector,RMSE
Feb 15 01:07:27.730 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:27.729 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:24.769 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:24.768 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:24.761 id.server IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:07:24.760 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:24.758 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:24.758 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:24.757 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:24.756 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:21.734 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:21.733 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:21.732 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:21.730 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:21.730 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:21.729 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:21.729 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:21.728 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:18.729 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:18.728 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:18.728 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:18.726 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:18.726 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:18.725 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:18.725 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:18.724 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:15.726 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:15.725 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:15.725 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:15.724 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:15.723 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:15.723 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:15.723 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:15.722 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:13.804 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:13.803 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:13.802 version.bind IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 01:07:13.801 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:13.801 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 01:07:13.800 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:13.800 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:13.799 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:11.730 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:11.728 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:11.727 version.bind IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 01:07:11.725 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:11.725 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 01:07:11.724 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:11.724 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:11.723 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:08.724 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:08.723 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:08.722 version.bind IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 01:07:08.722 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:08.721 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:08.720 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:08.720 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:08.719 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:05.722 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:05.722 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:05.721 version.bind IN A + (127.0.0.1),E0,[2,[0.2442926]
Feb 15 01:07:05.720 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:05.719 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:05.719 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:05.718 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:05.718 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:03.321 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:03.320 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:03.318 version.bind IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:07:03.315 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:03.289 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:03.289 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:03.288 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:07:03.287 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:59.752 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:59.750 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:59.749 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:06:59.747 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:59.745 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:59.744 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:59.742 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:59.739 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:56.723 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:56.722 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:56.722 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:06:56.721 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:56.720 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:56.719 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:56.719 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:56.718 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:53.719 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:53.718 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:53.717 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:06:53.716 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:53.715 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:53.714 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:53.713 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:53.712 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:50.717 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:50.717 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:50.716 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:06:50.715 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:50.714 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:50.713 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:50.713 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:50.712 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:48.796 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:48.795 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:48.794 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:06:48.794 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:48.792 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:48.792 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:48.791 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:48.788 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:46.715 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:46.714 hostname.bind IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:06:46.714 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:46.713 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:46.712 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:46.712 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:46.711 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:46.710 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:43.710 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:43.709 hostname.bind IN A + (127.0.0.1),E0,[3,[0.38543364]
Feb 15 01:06:43.709 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:43.709 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:43.707 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:43.707 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:43.707 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:43.706 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:41.218 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:40.713 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:40.707 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:40.706 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:40.706 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:40.705 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:40.705 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:40.703 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:38.211 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:37.707 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:37.706 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:37.706 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:37.705 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:37.705 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:37.703 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:37.702 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:35.209 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:34.705 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:34.704 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:34.703 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:34.703 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:34.702 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:34.701 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:34.700 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:32.207 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:31.703 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:31.702 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:31.701 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:31.701 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:31.701 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:31.699 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:31.699 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:29.233 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:28.730 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:28.729 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:28.728 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:28.727 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:28.727 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:28.726 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:28.725 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:26.698 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:26.275 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:26.274 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:26.273 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:26.273 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:26.272 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:26.271 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:26.270 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:23.209 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:22.703 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:22.701 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:22.699 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:22.698 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:22.697 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:22.694 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:22.692 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:20.202 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:19.696 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:19.694 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:19.692 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:19.692 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:19.692 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:19.687 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:19.686 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:17.200 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:16.696 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:16.696 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:16.695 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:16.694 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:16.694 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:16.690 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:16.688 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:14.193 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:13.689 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:13.688 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:13.687 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:13.687 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:13.686 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:13.685 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:13.684 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:11.190 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:10.688 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:10.687 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:10.686 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:10.686 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:10.685 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:10.684 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:10.683 direct.shodan.io IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 01:06:08.191 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:07.687 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:07.686 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:07.686 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:07.685 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:07.685 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:07.683 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:07.683 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:05.191 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:04.687 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:04.686 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:04.685 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:04.684 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:04.684 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:04.682 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:04.681 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:02.220 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:01.717 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:01.716 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:01.715 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:01.715 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:01.715 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:01.713 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:06:01.713 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:59.217 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:58.684 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:58.683 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:58.682 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:58.682 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:58.681 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:58.680 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:58.679 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:56.185 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:55.682 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:55.681 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:55.680 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:55.680 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:55.679 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:55.678 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:55.677 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:54.295 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:53.790 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:53.789 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:53.788 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:53.788 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:53.787 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:53.786 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:53.785 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:52.183 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:51.679 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:51.679 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:51.678 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:51.677 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:51.677 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:51.675 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:51.675 direct.shodan.io IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:49.184 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:48.681 67b.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:48.680 id.server IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:48.680 version.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:48.679 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:48.679 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:48.677 www.wikipedia.org IN A + (127.0.0.1),E0,[0,[0.04023151]
Feb 15 01:05:48.677 direct.shodan.io IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 01:05:45.734 id.server IN A + (127.0.0.1),E0,[1,[0.13135718]
Feb 15 01:05:45.731 hostname.bind IN A + (127.0.0.1),E0,[0,[0.04023151]
