,log message,log key,parameter value vector,anomalies
2819,Feb 15 01:01:29.520 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2820,Feb 15 01:01:29.519 version.bind IN A + (127.0.0.1),E0,[0,0
2821,Feb 15 01:01:29.519 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2822,Feb 15 01:01:29.518 67b.org IN A + (127.0.0.1),E0,[0,0
2823,Feb 15 01:01:29.518 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2824,Feb 15 01:01:29.517 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2825,Feb 15 01:01:29.517 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2826,Feb 15 01:01:27.021 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2827,Feb 15 01:01:27.021 hostname.bind IN A + (127.0.0.1),E0,[0,0
2828,Feb 15 01:01:27.020 id.server IN A + (127.0.0.1),E0,[2,0
2829,Feb 15 01:01:27.020 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2830,Feb 15 01:01:27.019 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2831,Feb 15 01:01:26.516 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2832,Feb 15 01:01:26.516 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2833,Feb 15 01:01:26.516 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2834,Feb 15 01:01:26.515 version.bind IN A + (127.0.0.1),E0,[0,0
2835,Feb 15 01:01:26.514 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2836,Feb 15 01:01:26.514 67b.org IN A + (127.0.0.1),E0,[0,0
2837,Feb 15 01:01:26.514 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2838,Feb 15 01:01:26.513 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2839,Feb 15 01:01:26.513 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2840,Feb 15 01:01:24.592 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2841,Feb 15 01:01:24.582 hostname.bind IN A + (127.0.0.1),E0,[0,0
2842,Feb 15 01:01:24.030 id.server IN A + (127.0.0.1),E0,[3,0
2843,Feb 15 01:01:24.029 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2844,Feb 15 01:01:24.027 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2845,Feb 15 01:01:23.523 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2846,Feb 15 01:01:23.523 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2847,Feb 15 01:01:23.522 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2848,Feb 15 01:01:23.521 version.bind IN A + (127.0.0.1),E0,[0,0
2849,Feb 15 01:01:23.520 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2850,Feb 15 01:01:23.519 67b.org IN A + (127.0.0.1),E0,[0,0
2851,Feb 15 01:01:23.518 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2852,Feb 15 01:01:23.518 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2853,Feb 15 01:01:23.516 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2854,Feb 15 01:01:21.045 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2855,Feb 15 01:01:21.044 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2856,Feb 15 01:01:21.043 version.bind IN A + (127.0.0.1),E0,[3,0
2857,Feb 15 01:01:21.041 hostname.bind IN A + (127.0.0.1),E0,[0,0
2858,Feb 15 01:01:21.041 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2859,Feb 15 01:01:21.039 id.server IN A + (127.0.0.1),E0,[0,0
2860,Feb 15 01:01:21.038 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2861,Feb 15 01:01:21.037 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2862,Feb 15 01:01:21.035 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2863,Feb 15 01:01:20.532 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2864,Feb 15 01:01:20.530 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2865,Feb 15 01:01:20.528 67b.org IN A + (127.0.0.1),E0,[0,0
2866,Feb 15 01:01:20.527 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2867,Feb 15 01:01:20.525 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2868,Feb 15 01:01:18.020 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2869,Feb 15 01:01:18.020 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2870,Feb 15 01:01:18.019 version.bind IN A + (127.0.0.1),E0,[3,0
2871,Feb 15 01:01:18.018 hostname.bind IN A + (127.0.0.1),E0,[0,0
2872,Feb 15 01:01:18.017 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2873,Feb 15 01:01:18.016 id.server IN A + (127.0.0.1),E0,[0,0
2874,Feb 15 01:01:18.016 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2875,Feb 15 01:01:18.015 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2876,Feb 15 01:01:18.015 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2877,Feb 15 01:01:17.511 c.afekv.com IN A + (127.0.0.1),E1,[1,0
2878,Feb 15 01:01:17.511 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2879,Feb 15 01:01:17.511 67b.org IN A + (127.0.0.1),E0,[0,0
2880,Feb 15 01:01:17.510 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2881,Feb 15 01:01:17.510 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2882,Feb 15 01:01:15.019 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2883,Feb 15 01:01:15.018 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2884,Feb 15 01:01:15.018 version.bind IN A + (127.0.0.1),E0,[2,0
2885,Feb 15 01:01:15.017 hostname.bind IN A + (127.0.0.1),E0,[0,0
2886,Feb 15 01:01:14.516 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2887,Feb 15 01:01:14.515 id.server IN A + (127.0.0.1),E0,[0,0
2888,Feb 15 01:01:14.515 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2889,Feb 15 01:01:14.515 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2890,Feb 15 01:01:14.514 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2891,Feb 15 01:01:14.514 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2892,Feb 15 01:01:14.514 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2893,Feb 15 01:01:14.513 67b.org IN A + (127.0.0.1),E0,[0,0
2894,Feb 15 01:01:14.513 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2895,Feb 15 01:01:14.513 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2896,Feb 15 01:01:12.016 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2897,Feb 15 01:01:12.015 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2898,Feb 15 01:01:12.015 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
2899,Feb 15 01:01:12.014 id.server IN A + (127.0.0.1),E0,[0,0
2900,Feb 15 01:01:12.014 version.bind IN A + (127.0.0.1),E0,[0,0
2901,Feb 15 01:01:12.013 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2902,Feb 15 01:01:12.012 hostname.bind IN A + (127.0.0.1),E0,[0,0
2903,Feb 15 01:01:12.012 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2904,Feb 15 01:01:11.510 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2905,Feb 15 01:01:11.510 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2906,Feb 15 01:01:11.509 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2907,Feb 15 01:01:11.509 67b.org IN A + (127.0.0.1),E0,[0,0
2908,Feb 15 01:01:11.508 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2909,Feb 15 01:01:11.508 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2910,Feb 15 01:01:09.036 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2911,Feb 15 01:01:09.036 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2912,Feb 15 01:01:09.036 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
2913,Feb 15 01:01:09.035 id.server IN A + (127.0.0.1),E0,[0,0
2914,Feb 15 01:01:09.034 version.bind IN A + (127.0.0.1),E0,[0,0
2915,Feb 15 01:01:09.034 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2916,Feb 15 01:01:09.033 hostname.bind IN A + (127.0.0.1),E0,[0,0
2917,Feb 15 01:01:09.033 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2918,Feb 15 01:01:08.530 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2919,Feb 15 01:01:08.529 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2920,Feb 15 01:01:08.529 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2921,Feb 15 01:01:08.528 67b.org IN A + (127.0.0.1),E0,[0,0
2922,Feb 15 01:01:08.528 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2923,Feb 15 01:01:08.527 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2924,Feb 15 01:01:06.016 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2925,Feb 15 01:01:06.015 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2926,Feb 15 01:01:06.015 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
2927,Feb 15 01:01:06.014 id.server IN A + (127.0.0.1),E0,[0,0
2928,Feb 15 01:01:06.013 version.bind IN A + (127.0.0.1),E0,[0,0
2929,Feb 15 01:01:06.012 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2930,Feb 15 01:01:06.011 hostname.bind IN A + (127.0.0.1),E0,[0,0
2931,Feb 15 01:01:06.011 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2932,Feb 15 01:01:05.508 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2933,Feb 15 01:01:05.507 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2934,Feb 15 01:01:05.507 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2935,Feb 15 01:01:05.506 67b.org IN A + (127.0.0.1),E0,[0,0
2936,Feb 15 01:01:05.506 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2937,Feb 15 01:01:05.505 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2938,Feb 15 01:01:03.013 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2939,Feb 15 01:01:03.013 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2940,Feb 15 01:01:03.012 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
2941,Feb 15 01:01:03.012 id.server IN A + (127.0.0.1),E0,[0,0
2942,Feb 15 01:01:03.011 version.bind IN A + (127.0.0.1),E0,[0,0
2943,Feb 15 01:01:03.011 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2944,Feb 15 01:01:03.010 hostname.bind IN A + (127.0.0.1),E0,[0,0
2945,Feb 15 01:01:03.009 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2946,Feb 15 01:01:02.507 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2947,Feb 15 01:01:02.506 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2948,Feb 15 01:01:02.506 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2949,Feb 15 01:01:02.505 67b.org IN A + (127.0.0.1),E0,[0,0
2950,Feb 15 01:01:02.505 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2951,Feb 15 01:01:02.505 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2952,Feb 15 01:01:00.016 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2953,Feb 15 01:01:00.015 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2954,Feb 15 01:01:00.015 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
2955,Feb 15 01:01:00.014 id.server IN A + (127.0.0.1),E0,[0,0
2956,Feb 15 01:01:00.013 version.bind IN A + (127.0.0.1),E0,[0,0
2957,Feb 15 01:01:00.012 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2958,Feb 15 01:01:00.011 hostname.bind IN A + (127.0.0.1),E0,[0,0
2959,Feb 15 01:00:59.509 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2960,Feb 15 01:00:59.509 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2961,Feb 15 01:00:59.508 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2962,Feb 15 01:00:59.507 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2963,Feb 15 01:00:59.507 67b.org IN A + (127.0.0.1),E0,[0,0
2964,Feb 15 01:00:59.507 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2965,Feb 15 01:00:59.506 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2966,Feb 15 01:00:58.268 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2967,Feb 15 01:00:58.268 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2968,Feb 15 01:00:58.268 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
2969,Feb 15 01:00:58.267 id.server IN A + (127.0.0.1),E0,[0,0
2970,Feb 15 01:00:58.266 version.bind IN A + (127.0.0.1),E0,[0,0
2971,Feb 15 01:00:58.266 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2972,Feb 15 01:00:58.265 hostname.bind IN A + (127.0.0.1),E0,[0,0
2973,Feb 15 01:00:57.762 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2974,Feb 15 01:00:57.762 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2975,Feb 15 01:00:57.761 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2976,Feb 15 01:00:57.761 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2977,Feb 15 01:00:57.761 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2978,Feb 15 01:00:57.760 67b.org IN A + (127.0.0.1),E0,[0,0
2979,Feb 15 01:00:57.760 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2980,Feb 15 01:00:56.008 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2981,Feb 15 01:00:56.008 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2982,Feb 15 01:00:56.007 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
2983,Feb 15 01:00:55.507 id.server IN A + (127.0.0.1),E0,[0,0
2984,Feb 15 01:00:55.506 version.bind IN A + (127.0.0.1),E0,[0,0
2985,Feb 15 01:00:55.506 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
2986,Feb 15 01:00:55.505 hostname.bind IN A + (127.0.0.1),E0,[0,0
2987,Feb 15 01:00:55.505 c.afekv.com IN A + (127.0.0.1),E1,[0,0
2988,Feb 15 01:00:55.504 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
2989,Feb 15 01:00:55.504 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
2990,Feb 15 01:00:55.504 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
2991,Feb 15 01:00:55.504 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2992,Feb 15 01:00:55.503 67b.org IN A + (127.0.0.1),E0,[0,0
2993,Feb 15 01:00:55.502 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2994,Feb 15 01:00:53.008 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2995,Feb 15 01:00:53.007 id.server IN A + (127.0.0.1),E0,[0,0
2996,Feb 15 01:00:53.007 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
2997,Feb 15 01:00:53.006 version.bind IN A + (127.0.0.1),E0,[0,0
2998,Feb 15 01:00:53.006 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
2999,Feb 15 01:00:53.006 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3000,Feb 15 01:00:52.504 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3001,Feb 15 01:00:52.504 hostname.bind IN A + (127.0.0.1),E0,[0,0
3002,Feb 15 01:00:52.503 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3003,Feb 15 01:00:52.503 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3004,Feb 15 01:00:52.502 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3005,Feb 15 01:00:52.502 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3006,Feb 15 01:00:52.502 67b.org IN A + (127.0.0.1),E0,[0,0
3007,Feb 15 01:00:52.501 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3008,Feb 15 01:00:50.010 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3009,Feb 15 01:00:50.009 id.server IN A + (127.0.0.1),E0,[0,0
3010,Feb 15 01:00:50.009 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
3011,Feb 15 01:00:50.008 version.bind IN A + (127.0.0.1),E0,[0,0
3012,Feb 15 01:00:50.008 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3013,Feb 15 01:00:50.007 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3014,Feb 15 01:00:49.504 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3015,Feb 15 01:00:49.503 hostname.bind IN A + (127.0.0.1),E0,[0,0
3016,Feb 15 01:00:49.503 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3017,Feb 15 01:00:49.502 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3018,Feb 15 01:00:49.502 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3019,Feb 15 01:00:49.501 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3020,Feb 15 01:00:49.500 67b.org IN A + (127.0.0.1),E0,[0,0
3021,Feb 15 01:00:49.500 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3022,Feb 15 01:00:47.501 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3023,Feb 15 01:00:47.500 id.server IN A + (127.0.0.1),E0,[0,0
3024,Feb 15 01:00:47.500 peacecorps.gov IN A + (127.0.0.1),E2,[3,0
3025,Feb 15 01:00:47.499 version.bind IN A + (127.0.0.1),E0,[0,0
3026,Feb 15 01:00:47.499 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3027,Feb 15 01:00:47.498 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3028,Feb 15 01:00:47.302 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3029,Feb 15 01:00:47.302 hostname.bind IN A + (127.0.0.1),E0,[0,0
3030,Feb 15 01:00:47.302 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3031,Feb 15 01:00:47.301 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3032,Feb 15 01:00:47.301 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3033,Feb 15 01:00:47.301 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3034,Feb 15 01:00:46.514 67b.org IN A + (127.0.0.1),E0,[0,0
3035,Feb 15 01:00:46.512 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3036,Feb 15 01:00:44.061 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3037,Feb 15 01:00:44.058 hostname.bind IN A + (127.0.0.1),E0,[0,0
3038,Feb 15 01:00:44.056 id.server IN A + (127.0.0.1),E0,[3,0
3039,Feb 15 01:00:44.054 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3040,Feb 15 01:00:44.053 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3041,Feb 15 01:00:44.051 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3042,Feb 15 01:00:44.048 version.bind IN A + (127.0.0.1),E0,[0,0
3043,Feb 15 01:00:44.046 67b.org IN A + (127.0.0.1),E0,[0,0
3044,Feb 15 01:00:44.045 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3045,Feb 15 01:00:44.043 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3046,Feb 15 01:00:43.507 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3047,Feb 15 01:00:43.506 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3048,Feb 15 01:00:43.505 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3049,Feb 15 01:00:43.496 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3050,Feb 15 01:00:41.007 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3051,Feb 15 01:00:41.006 hostname.bind IN A + (127.0.0.1),E0,[0,0
3052,Feb 15 01:00:41.005 id.server IN A + (127.0.0.1),E0,[3,0
3053,Feb 15 01:00:41.005 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3054,Feb 15 01:00:41.004 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3055,Feb 15 01:00:41.004 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3056,Feb 15 01:00:41.003 version.bind IN A + (127.0.0.1),E0,[0,0
3057,Feb 15 01:00:41.002 67b.org IN A + (127.0.0.1),E0,[0,0
3058,Feb 15 01:00:41.002 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3059,Feb 15 01:00:41.001 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3060,Feb 15 01:00:40.499 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3061,Feb 15 01:00:40.499 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3062,Feb 15 01:00:40.498 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3063,Feb 15 01:00:40.494 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3064,Feb 15 01:00:38.003 peacecorps.gov IN A + (127.0.0.1),E2,[1,0
3065,Feb 15 01:00:38.003 hostname.bind IN A + (127.0.0.1),E0,[0,0
3066,Feb 15 01:00:38.002 id.server IN A + (127.0.0.1),E0,[2,0
3067,Feb 15 01:00:38.002 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3068,Feb 15 01:00:38.001 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3069,Feb 15 01:00:38.001 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3070,Feb 15 01:00:38.000 version.bind IN A + (127.0.0.1),E0,[1,0
3071,Feb 15 01:00:38.000 67b.org IN A + (127.0.0.1),E0,[0,0
3072,Feb 15 01:00:37.999 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3073,Feb 15 01:00:37.999 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3074,Feb 15 01:00:37.497 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3075,Feb 15 01:00:37.497 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3076,Feb 15 01:00:37.497 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3077,Feb 15 01:00:37.493 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3078,Feb 15 01:00:35.029 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3079,Feb 15 01:00:35.028 hostname.bind IN A + (127.0.0.1),E0,[0,0
3080,Feb 15 01:00:35.027 id.server IN A + (127.0.0.1),E0,[2,0
3081,Feb 15 01:00:35.027 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3082,Feb 15 01:00:35.027 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3083,Feb 15 01:00:35.026 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3084,Feb 15 01:00:35.025 version.bind IN A + (127.0.0.1),E0,[0,0
3085,Feb 15 01:00:35.025 67b.org IN A + (127.0.0.1),E0,[0,0
3086,Feb 15 01:00:35.025 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3087,Feb 15 01:00:35.024 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3088,Feb 15 01:00:34.521 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3089,Feb 15 01:00:34.521 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3090,Feb 15 01:00:34.520 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3091,Feb 15 01:00:34.520 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3092,Feb 15 01:00:32.019 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3093,Feb 15 01:00:32.018 hostname.bind IN A + (127.0.0.1),E0,[0,0
3094,Feb 15 01:00:32.017 id.server IN A + (127.0.0.1),E0,[3,0
3095,Feb 15 01:00:32.016 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3096,Feb 15 01:00:32.016 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3097,Feb 15 01:00:32.013 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3098,Feb 15 01:00:32.011 version.bind IN A + (127.0.0.1),E0,[0,0
3099,Feb 15 01:00:32.010 67b.org IN A + (127.0.0.1),E0,[0,0
3100,Feb 15 01:00:32.010 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3101,Feb 15 01:00:32.009 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3102,Feb 15 01:00:31.491 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3103,Feb 15 01:00:31.490 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3104,Feb 15 01:00:31.488 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3105,Feb 15 01:00:31.486 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3106,Feb 15 01:00:28.996 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3107,Feb 15 01:00:28.995 hostname.bind IN A + (127.0.0.1),E0,[0,0
3108,Feb 15 01:00:28.995 id.server IN A + (127.0.0.1),E0,[3,0
3109,Feb 15 01:00:28.994 direct.shodan.io IN A + (127.0.0.1),E0,[0,0
3110,Feb 15 01:00:28.994 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3111,Feb 15 01:00:28.993 researchscan541.eecs.umich.edu IN A + (127.0.0.1),E0,[0,0
3112,Feb 15 01:00:28.993 version.bind IN A + (127.0.0.1),E0,[0,0
3113,Feb 15 01:00:28.992 67b.org IN A + (127.0.0.1),E0,[0,0
3114,Feb 15 01:00:28.992 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3115,Feb 15 01:00:28.991 www.wikipedia.org IN A + (127.0.0.1),E0,[0,0
3116,Feb 15 01:00:28.490 c.afekv.com IN A + (127.0.0.1),E1,[0,0
3117,Feb 15 01:00:28.489 6796a1d2.asert-dns-research.com IN A + (127.0.0.1),E0,[0,0
3118,Feb 15 01:00:28.487 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3119,Feb 15 01:00:28.485 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3120,Feb 15 01:00:25.992 peacecorps.gov IN A + (127.0.0.1),E2,[0,0
3121,Feb 15 01:00:25.992 hostname.bind IN A + (127.0.0.1),E0,[0,0
3122,Feb 15 01:00:25.991 id.server IN A + (127.0.0.1),E0,[3,0
